1	0	0	509.28	508.219
1	1	0	508.44	507.897
1	2	0	509.107	509.873
1	3	0	508.135	509.724
1	4	0	509.691	508.771
1	5	0	509.298	508.233
1	6	0	509.533	509.011
1	7	0	508.252	507.969
1	8	0	509.879	509.434
1	9	0	508.381	509.655
1	10	0	508.619	508.469
1	11	0	508.713	507.874
1	12	0	508.647	508.362
1	13	0	509.752	507.849
1	14	0	509.062	509.367
1	15	0	509.854	508.956
1	16	0	509.268	508.477
1	17	0	508.264	509.168
1	18	0	509.751	508.893
1	19	0	509.238	509.1
2	0	0	509.28	508.219
2	1	0	508.44	507.897
2	2	0	509.107	509.873
2	3	0	508.135	509.724
2	4	0	509.691	508.771
2	5	0	509.298	508.233
2	6	0	509.533	509.011
2	7	0	508.252	507.969
2	8	0	509.879	509.434
2	9	0	508.381	509.655
2	10	0	508.619	508.469
2	11	0	508.713	507.874
2	12	0	508.647	508.362
2	13	0	509.752	507.849
2	14	0	509.062	509.367
2	15	0	509.854	508.956
2	16	0	509.268	508.477
2	17	0	508.264	509.168
2	18	0	509.751	508.893
2	19	0	509.238	509.1
3	0	0	509.28	508.219
3	1	0	508.44	507.897
3	2	0	509.107	509.873
3	3	0	508.135	509.724
3	4	0	509.691	508.771
3	5	0	509.298	508.233
3	6	0	509.533	509.011
3	7	0	508.252	507.969
3	8	0	509.879	509.434
3	9	0	508.381	509.655
3	10	0	508.619	508.469
3	11	0	508.713	507.874
3	12	0	508.647	508.362
3	13	0	509.752	507.849
3	14	0	509.062	509.367
3	15	0	509.854	508.956
3	16	0	509.268	508.477
3	17	0	508.264	509.168
3	18	0	509.751	508.893
3	19	0	509.238	509.1
4	0	0	509.28	508.219
4	1	0	508.44	507.897
4	2	0	509.107	509.873
4	3	0	508.135	509.724
4	4	0	509.691	508.771
4	5	0	509.298	508.233
4	6	0	509.533	509.011
4	7	0	508.252	507.969
4	8	0	509.879	509.434
4	9	0	508.381	509.655
4	10	0	508.619	508.469
4	11	0	508.713	507.874
4	12	0	508.647	508.362
4	13	0	509.752	507.849
4	14	0	509.062	509.367
4	15	0	509.854	508.956
4	16	0	509.268	508.477
4	17	0	508.264	509.168
4	18	0	509.751	508.893
4	19	0	509.238	509.1
5	0	0	509.28	508.219
5	1	0	508.44	507.897
5	2	0	509.107	509.873
5	3	0	508.135	509.724
5	4	0	509.691	508.771
5	5	0	509.298	508.233
5	6	0	509.533	509.011
5	7	0	508.252	507.969
5	8	0	509.879	509.434
5	9	0	508.381	509.655
5	10	0	508.619	508.469
5	11	0	508.713	507.874
5	12	0	508.647	508.362
5	13	0	509.752	507.849
5	14	0	509.062	509.367
5	15	0	509.854	508.956
5	16	0	509.268	508.477
5	17	0	508.264	509.168
5	18	0	509.751	508.893
5	19	0	509.238	509.1
6	0	0	509.28	508.219
6	1	0	508.44	507.897
6	2	0	509.107	509.873
6	3	0	508.135	509.724
6	4	0	509.691	508.771
6	5	0	509.298	508.233
6	6	0	509.533	509.011
6	7	0	508.252	507.969
6	8	0	509.879	509.434
6	9	0	508.381	509.655
6	10	0	508.619	508.469
6	11	0	508.713	507.874
6	12	0	508.647	508.362
6	13	0	509.752	507.849
6	14	0	509.062	509.367
6	15	0	509.854	508.956
6	16	0	509.268	508.477
6	17	0	508.264	509.168
6	18	0	509.751	508.893
6	19	0	509.238	509.1
7	0	0	509.28	508.219
7	1	0	508.44	507.897
7	2	0	509.107	509.873
7	3	0	508.135	509.724
7	4	0	509.691	508.771
7	5	0	509.298	508.233
7	6	0	509.533	509.011
7	7	0	508.252	507.969
7	8	0	509.879	509.434
7	9	0	508.381	509.655
7	10	0	508.619	508.469
7	11	0	508.713	507.874
7	12	0	508.647	508.362
7	13	0	509.752	507.849
7	14	0	509.062	509.367
7	15	0	509.854	508.956
7	16	0	509.268	508.477
7	17	0	508.264	509.168
7	18	0	509.751	508.893
7	19	0	509.238	509.1
8	0	0	509.28	508.219
8	1	0	508.44	507.897
8	2	0	509.107	509.873
8	3	0	508.135	509.724
8	4	0	509.691	508.771
8	5	0	509.298	508.233
8	6	0	509.533	509.011
8	7	0	508.252	507.969
8	8	0	509.879	509.434
8	9	0	508.381	509.655
8	10	0	508.619	508.469
8	11	0	508.713	507.874
8	12	0	508.647	508.362
8	13	0	509.752	507.849
8	14	0	509.062	509.367
8	15	0	509.854	508.956
8	16	0	509.268	508.477
8	17	0	508.264	509.168
8	18	0	509.751	508.893
8	19	0	509.238	509.1
9	0	0	509.28	508.219
9	1	0	508.44	507.897
9	2	0	509.107	509.873
9	3	0	508.135	509.724
9	4	0	509.691	508.771
9	5	0	509.298	508.233
9	6	0	509.533	509.011
9	7	0	508.252	507.969
9	8	0	509.879	509.434
9	9	0	508.381	509.655
9	10	0	508.619	508.469
9	11	0	508.713	507.874
9	12	0	508.647	508.362
9	13	0	509.752	507.849
9	14	0	509.062	509.367
9	15	0	509.854	508.956
9	16	0	509.268	508.477
9	17	0	508.264	509.168
9	18	0	509.751	508.893
9	19	0	509.238	509.1
10	0	0	509.28	508.219
10	1	0	508.44	507.897
10	2	0	509.107	509.873
10	3	0	508.135	509.724
10	4	0	509.691	508.771
10	5	0	509.298	508.233
10	6	0	509.533	509.011
10	7	0	508.252	507.969
10	8	0	509.879	509.434
10	9	0	508.381	509.655
10	10	0	508.619	508.469
10	11	0	508.713	507.874
10	12	0	508.647	508.362
10	13	0	509.752	507.849
10	14	0	509.062	509.367
10	15	0	509.854	508.956
10	16	0	509.268	508.477
10	17	0	508.264	509.168
10	18	0	509.751	508.893
10	19	0	509.238	509.1
11	0	0	518.703	508.432
11	1	0	517.191	514.749
11	2	0	518.393	511.112
11	3	0	516.643	512.302
11	4	0	519.445	512.06
11	5	0	518.737	508.207
11	6	0	519.159	504.866
11	7	0	516.854	505.177
11	8	0	519.783	507.303
11	9	0	517.086	517.03
11	10	0	517.514	515.194
11	11	0	517.684	501.681
11	12	0	517.564	510.162
11	13	0	519.553	511.499
11	14	0	518.312	515.256
11	15	0	519.736	512.664
11	16	0	518.683	507.419
11	17	0	516.875	516.337
11	18	0	519.552	501.912
11	19	0	518.628	504.734
12	0	0	518.703	508.432
12	1	0	517.191	514.749
12	2	0	518.393	511.112
12	3	0	516.643	512.302
12	4	0	519.445	512.06
12	5	0	518.737	508.207
12	6	1	519.159	504.866
12	7	1	516.854	505.177
12	8	1	519.783	507.303
12	9	0	517.086	517.03
12	10	0	517.514	515.194
12	11	1	517.684	501.681
12	12	0	517.564	510.162
12	13	0	519.553	511.499
12	14	0	518.312	515.256
12	15	0	519.736	512.664
12	16	1	518.683	507.419
12	17	0	516.875	516.337
12	18	1	519.552	501.912
12	19	1	518.628	504.734
13	0	0	518.703	508.432
13	1	0	517.191	514.749
13	2	0	518.393	511.112
13	3	0	516.643	512.302
13	4	0	519.445	512.06
13	5	0	518.737	508.207
13	6	1	519.159	504.866
13	7	1	516.854	505.177
13	8	1	519.783	507.303
13	9	0	517.086	517.03
13	10	0	517.514	515.194
13	11	1	517.684	501.681
13	12	0	517.564	510.162
13	13	0	519.553	511.499
13	14	0	518.312	515.256
13	15	0	519.736	512.664
13	16	1	518.683	507.419
13	17	0	516.875	516.337
13	18	1	519.552	501.912
13	19	1	518.628	504.734
14	0	0	518.703	508.432
14	1	0	517.191	514.749
14	2	0	518.393	511.112
14	3	0	516.643	512.302
14	4	0	519.445	512.06
14	5	0	518.737	508.207
14	6	1	519.159	504.866
14	7	1	516.854	505.177
14	8	1	519.783	507.303
14	9	0	517.086	517.03
14	10	0	517.514	515.194
14	11	1	517.684	501.681
14	12	0	517.564	510.162
14	13	0	519.553	511.499
14	14	0	518.312	515.256
14	15	0	519.736	512.664
14	16	1	518.683	507.419
14	17	0	516.875	516.337
14	18	1	519.552	501.912
14	19	1	518.628	504.734
15	0	0	518.703	508.432
15	1	0	517.191	514.749
15	2	0	518.393	511.112
15	3	0	516.643	512.302
15	4	0	519.445	512.06
15	5	0	518.737	508.207
15	6	1	519.159	504.866
15	7	1	516.854	505.177
15	8	1	519.783	507.303
15	9	0	517.086	517.03
15	10	0	517.514	515.194
15	11	1	517.684	501.681
15	12	0	517.564	510.162
15	13	0	519.553	511.499
15	14	0	518.312	515.256
15	15	0	519.736	512.664
15	16	1	518.683	507.419
15	17	0	516.875	516.337
15	18	1	519.552	501.912
15	19	1	518.628	504.734
16	0	0	518.703	508.432
16	1	0	517.191	514.749
16	2	0	518.393	511.112
16	3	0	516.643	512.302
16	4	0	519.445	512.06
16	5	0	518.737	508.207
16	6	1	519.159	504.866
16	7	1	516.854	505.177
16	8	1	519.783	507.303
16	9	0	517.086	517.03
16	10	0	517.514	515.194
16	11	1	517.684	501.681
16	12	0	517.564	510.162
16	13	0	519.553	511.499
16	14	0	518.312	515.256
16	15	0	519.736	512.664
16	16	1	518.683	507.419
16	17	0	516.875	516.337
16	18	1	519.552	501.912
16	19	1	518.628	504.734
17	0	0	518.703	508.432
17	1	0	517.191	514.749
17	2	0	518.393	511.112
17	3	0	516.643	512.302
17	4	0	519.445	512.06
17	5	0	518.737	508.207
17	6	1	519.159	504.866
17	7	1	516.854	505.177
17	8	1	519.783	507.303
17	9	0	517.086	517.03
17	10	0	517.514	515.194
17	11	1	517.684	501.681
17	12	0	517.564	510.162
17	13	0	519.553	511.499
17	14	0	518.312	515.256
17	15	0	519.736	512.664
17	16	1	518.683	507.419
17	17	0	516.875	516.337
17	18	1	519.552	501.912
17	19	1	518.628	504.734
18	0	0	518.703	508.432
18	1	0	517.191	514.749
18	2	0	518.393	511.112
18	3	0	516.643	512.302
18	4	0	519.445	512.06
